	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
2397	2320949	1048853	http://object-naming-amore.upf.edu//2320949_1048853_singleton_obj.png	casa	taula	{'taula': 5, 'ordinador': 1, 'escriptori': 1}	7	test	0.7142857142857143	0.6666666666666666	{'taula': 4, 'teclat': 3, 'ordinador i teclat': 1, 'taula, escriptori': 1, 'escriptori': 1}
2447	2321375	2973071	http://object-naming-amore.upf.edu//2321375_2973071_singleton_obj.png	menjar	pizza	{'pizza': 9, 'menjar': 1}	10	test	0.9	0.5	{'pizza': 9, 'menjar': 1}
2459	2321465	1047883	http://object-naming-amore.upf.edu//2321465_1047883_singleton_obj.png	vehicles	avió	{'avió': 7, 'avioneta': 3}	10	test	0.7	0.3333333333333333	{'avió': 7, 'avioneta': 2, 'avioneta, jet': 1}
2475	2321593	3012454	http://object-naming-amore.upf.edu//2321593_3012454_singleton_obj.png	casa	forquilla	{'forquilla': 9, 'coberts': 1}	10	test	0.9	0.5	{'forquilla': 9, 'coberts': 1}
2476	2321601	1047536	http://object-naming-amore.upf.edu//2321601_1047536_singleton_obj.png	vehicles	avió	{'avió': 8, 'avió militar': 2}	10	test	0.8	0.5	{'avió': 8, 'avió militar': 1, 'avió militar, aeronau, airbus': 1}
2497	2321797	3046709	http://object-naming-amore.upf.edu//2321797_3046709_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 9, 'girafa, animal': 1}
2551	2322197	3052056	http://object-naming-amore.upf.edu//2322197_3052056_supercat_ambiguous.png	vehicles	cotxe	{'cotxe': 4, 'tot terreny': 2, 'camioneta': 2, 'cotxe tot terreny': 1, 'vehicle': 1}	10	test	0.4	0.3333333333333333	"{'cotxe': 4, 'totterreny': 1, 'cotxe tot-terreny': 1, 'vehicle': 1, 'camioneta ""pick up""': 1, 'camioneta, cotxe': 1, 'tot-terrey': 1}"
2561	2322229	2728825	http://object-naming-amore.upf.edu//2322229_2728825_singleton_obj.png	casa	banc	{'banc': 10}	10	test	1.0	1.0	{'banc': 10}
2562	2322231	992896	http://object-naming-amore.upf.edu//2322231_992896_singleton_obj.png	vehicles	cotxe	{'cotxe': 7, 'ranxera': 1, 'vehicle': 1, 'tot terreny': 1}	10	test	0.7	0.4	{'cotxe': 6, 'ranxera': 1, 'vehicle': 1, 'cotxe, fúnebre': 1, 'tot-terreny': 1}
2572	2322259	3468320	http://object-naming-amore.upf.edu//2322259_3468320_supercat_unique.png	edificis	casa	{'casa': 5, 'edifici': 3, 'botiga': 1, 'restaurant': 1}	10	test	0.5	1.0	{'casa': 5, 'edifici': 2, 'botiga': 1, 'restaurant': 1, 'edifici, local, restaurant': 1}
2586	2322312	992294	http://object-naming-amore.upf.edu//2322312_992294_singleton_obj.png	vehicles	cotxe	{'cotxe': 4, 'vehicle': 2, 'camió': 1, 'furgoneta': 1, 'camioneta': 1}	9	test	0.4444444444444444	0.6	{'cotxe': 3, 'vehicle': 1, 'camió': 1, 'furgoneta': 1, 'camioneta': 1, 'vehicle antic': 1, 'cotxe, automòbil': 1, 'clàssic': 1}
2591	2322327	992204	http://object-naming-amore.upf.edu//2322327_992204_singleton_obj.png	casa	safata	{'safata': 7, 'safata de forn': 1}	8	test	0.875	0.0	{'safata': 6, 'pollastre': 2, 'safata de forn, greixonera': 1, 'safata, plata, enfornat': 1}
2627	2322499	991581	http://object-naming-amore.upf.edu//2322499_991581_supercat_unique.png	casa	pastes	{'pastes': 2, 'pasta': 2, 'dolç': 2, 'rosquilles': 1, 'sucre': 1, 'taula': 1}	9	test	0.2222222222222222	0.16666666666666666	{'pastes': 2, 'dolç': 2, 'pasta': 1, 'menjar': 1, 'pasta dolça': 1, 'rosquilles': 1, 'sucre': 1, 'taula': 1}
2668	2322717	990857	http://object-naming-amore.upf.edu//2322717_990857_singleton_obj.png	gent	noia	{'noia': 7, 'dona': 3}	10	test	0.7	0.4	{'noia': 7, 'dona': 1, 'dona noia persona': 1, 'dona, noia, esportista, tennista': 1}
2674	2322761	3539745	http://object-naming-amore.upf.edu//2322761_3539745_singleton_obj.png	gent	senyora	{'senyora': 3, 'cafetera': 3, 'àvia': 1, 'padrina': 1, 'avia': 1, 'cuina': 1}	10	test	0.3	0.0	{'cafetera': 3, 'senyora': 2, 'àvia': 1, 'padrina': 1, 'avia': 1, 'cuina': 1, 'senyora, cuinera, iaia, àvia': 1}
2705	2322886	2765197	http://object-naming-amore.upf.edu//2322886_2765197_singleton_obj.png	vehicles	cotxe	{'cotxe': 9, 'vehicle': 1}	10	test	0.9	0.5	{'cotxe': 8, 'vehicle': 1, 'cotxe, automòbil, vehicle, turisme': 1}
2708	2322892	3416955	http://object-naming-amore.upf.edu//2322892_3416955_supercat_ambiguous.png	gent	nen	{'nen': 6, 'infant': 2, 'xiqueta': 1, 'criatura': 1}	10	test	0.6	0.14285714285714285	{'nen': 4, 'infant': 2, 'xiqueta': 1, 'nen nena infant criatura': 1, 'criatura': 1, 'nen, nena, infant, xiquet, xiqueta, nano, nana, fill, filla': 1}
2711	2322899	3351088	http://object-naming-amore.upf.edu//2322899_3351088_singleton_obj.png	animals_plantes	ovella	{'ovella': 4, 'xai': 3, 'be': 1, 'corder': 1, 'remat': 1}	10	test	0.4	0.14285714285714285	{'ovella': 3, 'xai': 3, 'be': 1, 'corder': 1, 'remat': 1, 'ovella, xai, be, corder, anyell, animal': 1}
2715	2322926	2784906	http://object-naming-amore.upf.edu//2322926_2784906_singleton_obj.png	casa	taulell	{'taulell': 2, 'moble': 2, 'cuina': 2, 'calaixera': 1, 'nevera': 1, 'calaixos': 1, 'armari': 1}	10	test	0.2	0.25	{'taulell': 2, 'moble': 2, 'cuina': 2, 'calaixera': 1, 'nevera': 1, 'calaixos cuina': 1, 'armari': 1}
2727	2322990	3159500	http://object-naming-amore.upf.edu//2322990_3159500_singleton_obj.png	casa	menjar	{'menjar': 3, 'verdures': 2, 'hortalisses': 1, 'aliments': 1, 'compra': 1, 'taulell': 1}	9	test	0.3333333333333333	0.14285714285714285	{'menjar': 3, 'verdures': 2, 'hortalisses': 1, 'verdura': 1, 'aliments': 1, 'compra': 1, 'taulell, cuina, marbre': 1}
2728	2323003	2790612	http://object-naming-amore.upf.edu//2323003_2790612_singleton_obj.png	menjar	entrepà	{'entrepà': 3, 'hamburguesa': 2, 'tonyina': 1, 'trinxat de carn': 1, 'porc esfilagarsat': 1, 'carn': 1, 'kebab': 1}	10	test	0.3	0.25	{'entrepà': 2, 'hamburguesa': 1, 'tonyina': 1, 'trinxat de carn': 1, 'entrepa': 1, 'porc esfilagarsat': 1, 'hamburguesa, pulled pork': 1, 'carn': 1, 'kebab': 1}
2748	2323093	3404805	http://object-naming-amore.upf.edu//2323093_3404805_supercat_unique.png	roba	americana	{'americana': 4, 'corbata': 2, 'jaqueta': 2, 'vestit': 1}	9	test	0.4444444444444444	0.5	{'americana': 3, 'corbata': 2, 'jaqueta': 2, 'traju': 1, 'premiat': 1, 'americana, vestit, vestit d’home': 1}
2761	2323172	2953667	http://object-naming-amore.upf.edu//2323172_2953667_singleton_obj.png	gent	noia	{'noia': 4, 'nena': 2, 'dona': 2, 'adolescent': 1, 'senyora': 1}	10	test	0.4	0.4	{'noia': 4, 'nena': 2, 'dona': 1, 'adolescenta dona': 1, 'dona, noia, senyora': 1, 'senyora': 1}
2806	2323428	2713870	http://object-naming-amore.upf.edu//2323428_2713870_singleton_obj.png	casa	test	{'test': 5, 'jardinera': 3, 'cornisa': 1, 'balcó': 1}	10	test	0.5	0.5	{'test': 5, 'jardinera': 3, 'cornisa': 1, 'balcó, barana, fusta': 1}
2836	2323600	3094672	http://object-naming-amore.upf.edu//2323600_3094672_seed_ambiguous.png	vehicles	vagó	{'vagó': 8, 'tren': 2}	10	test	0.8	0.25	{'vagó': 8, 'tren': 2}
2853	2323699	989036	http://object-naming-amore.upf.edu//2323699_989036_singleton_obj.png	animals_plantes	gos	{'gos': 10}	10	test	1.0	1.0	{'gos': 7, 'gos gossa': 1, 'gos, criatura': 1, 'gos, gosset, quisso, animal': 1}
2860	2323727	3261962	http://object-naming-amore.upf.edu//2323727_3261962_supercat_unique.png	menjar	pastís	{'pastís': 9, 'pastís de nuvis': 1}	10	test	0.9	0.3333333333333333	{'pastís': 8, 'pastís de nuvis': 1, 'pastís, postres': 1}
2876	2323784	3052940	http://object-naming-amore.upf.edu//2323784_3052940_singleton_obj.png	casa	catifa	{'catifa': 5, 'cua': 2, 'gat': 2, 'estora': 1}	10	test	0.5	0.5	{'catifa': 5, 'cua': 2, 'gat': 2, 'estora, estoreta': 1}
2889	2323863	2813756	http://object-naming-amore.upf.edu//2323863_2813756_singleton_obj.png	roba	americana	{'americana': 2, 'barba': 1, 'cara': 1, 'camisa': 1, 'home': 1, 'vestit': 1, 'jaqueta': 1}	8	test	0.25	0.25	{'americana': 2, 'corbata': 2, 'barba': 1, 'cara': 1, 'camisa': 1, 'home': 1, 'vestit, vestit d’home, americana, camisa': 1, 'jaqueta': 1}
2891	2323871	3010309	http://object-naming-amore.upf.edu//2323871_3010309_singleton_obj.png	animals_plantes	ocell	{'ocell': 8, 'au': 1, 'gavià': 1}	10	test	0.8	0.3333333333333333	{'ocell': 7, 'au': 1, 'gavià': 1, 'ocell, moixó, au': 1}
2906	2323934	3272171	http://object-naming-amore.upf.edu//2323934_3272171_singleton_obj.png	edificis	pont	{'pont': 10}	10	test	1.0	0.5	{'pont': 9, 'pont, arcades': 1}
2909	2323938	3362115	http://object-naming-amore.upf.edu//2323938_3362115_singleton_obj.png	menjar	arròs	{'arròs': 9, 'menjar': 1}	10	test	0.9	0.3333333333333333	{'arròs': 7, 'arròs, acompanyament': 1, 'menjar': 1, 'arrós': 1}
2911	2323957	3405871	http://object-naming-amore.upf.edu//2323957_3405871_supercat_ambiguous.png	roba	barret	{'barret': 10}	10	test	1.0	0.5	{'barret': 10}
2941	2324191	3259483	http://object-naming-amore.upf.edu//2324191_3259483_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 8, 'gat gata': 1, 'gat, gata, gatet, animal': 1}
2988	2324423	2767930	http://object-naming-amore.upf.edu//2324423_2767930_supercat_ambiguous.png	gent	ciclista	{'ciclista': 4, 'dona': 2, 'senyora': 1, 'noia': 1, 'persona': 1, 'bicicleta': 1}	10	test	0.4	0.42857142857142855	{'ciclista': 4, 'senyora': 1, 'noia emb bicicleta': 1, 'dona': 1, 'persona turista dona': 1, 'dona, senyora, treballadora': 1, 'bicicleta': 1}
3103	2325275	3377322	http://object-naming-amore.upf.edu//2325275_3377322_singleton_obj.png	gent	jugador	{'jugador': 4, 'batedor': 2, 'jugador de beisbol': 2, 'persona': 1, 'esportista': 1}	10	test	0.4	0.42857142857142855	{'jugador': 4, 'batedor': 2, 'persona': 1, 'jugador de beisbol': 1, 'jugador baseball': 1, 'esportista, batedor, beisbol': 1}
3109	2325311	3458616	http://object-naming-amore.upf.edu//2325311_3458616_seed_ambiguous.png	vehicles	vaixell	{'vaixell': 3, 'port': 3, 'barca': 1, 'aus': 1, 'gavina': 1}	9	test	0.3333333333333333	0.2	{'vaixell': 3, 'port': 3, 'barca': 1, 'moll': 1, 'aus': 1, 'gavina': 1}
3257	2326137	2855524	http://object-naming-amore.upf.edu//2326137_2855524_supercat_unique.png	casa	escorredor	{'escorredor': 1, 'menjar': 1}	2	test	0.5	0.0	{'verdura': 3, 'bròquil': 3, 'escorredor': 1, 'bròcoli': 1, 'verdura, vegetal, bròquil': 1, 'menjar': 1}
3268	2326211	2704555	http://object-naming-amore.upf.edu//2326211_2704555_supercat_unique.png	menjar	entrepà	{'entrepà': 7, 'hamburguesa': 2, 'menjar': 1}	10	test	0.7	0.6666666666666666	{'entrepà': 6, 'hamburguesa': 2, 'entrepa': 1, 'menjar': 1}
3336	2326627	3363388	http://object-naming-amore.upf.edu//2326627_3363388_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 8, 'gat gata': 1, 'gat, gata, gatet, animal': 1}
3370	2326790	3191883	http://object-naming-amore.upf.edu//2326790_3191883_supercat_unique.png	gent	motorista	{'motorista': 6, 'home': 2, 'senyor': 1, 'motociclista': 1}	10	test	0.6	0.3333333333333333	{'motorista': 4, 'home': 2, 'senyor': 1, 'moter': 1, 'moto-ciclista': 1, 'motorista, home, senyor': 1}
3385	2326868	2733703	http://object-naming-amore.upf.edu//2326868_2733703_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 9, 'gat, gata, gatet, animal': 1}
3399	2326931	2915250	http://object-naming-amore.upf.edu//2326931_2915250_supercat_unique.png	menjar	sandvitx	{'sandvitx': 4, 'biquini': 3, 'entrepà': 1, 'planxat': 1, 'menjar': 1}	10	test	0.4	0.3333333333333333	{'sandwitx': 1, 'sandvitx': 1, 'entrepà': 1, 'biquini': 1, 'sandwich': 1, 'planxat': 1, 'bikini': 1, 'sandvitx, entrepà, biquini': 1, 'menjar': 1, 'vikini': 1}
3409	2326990	2747191	http://object-naming-amore.upf.edu//2326990_2747191_supercat_unique.png	roba	americana	{'americana': 3, 'vestit': 2, 'tors': 1, 'jaqueta': 1}	7	test	0.42857142857142855	0.5	{'americana': 3, 'corbata': 3, 'traju': 1, 'tors': 1, 'vestit, vestit d’home, americana, camisa': 1, 'jaqueta': 1}
3434	2327179	3010432	http://object-naming-amore.upf.edu//2327179_3010432_supercat_unique.png	roba	vestit	{'vestit': 8, 'brusa': 1, 'nena': 1}	10	test	0.8	0.25	{'vestit': 9, 'brusa': 1, 'nena': 1}
3446	2327232	3510599	http://object-naming-amore.upf.edu//2327232_3510599_seed_ambiguous.png	menjar	menjar	{'menjar': 2, 'amanida': 1}	3	test	0.6666666666666666	0.25	{'pasta': 4, 'menjar': 2, 'brocoli': 1, 'remenat': 1, 'pasta amb bròquil': 1, 'amanida': 1, 'àpat': 1}
3455	2327298	3459536	http://object-naming-amore.upf.edu//2327298_3459536_singleton_obj.png	vehicles	tren	{'tren': 9, 'tren de mercaderies': 1}	10	test	0.9	0.5	{'tren': 9, 'tren de mercaderies': 1, 'ferrocarril': 1}
3472	2327373	3513047	http://object-naming-amore.upf.edu//2327373_3513047_singleton_obj.png	menjar	pizza	{'pizza': 10}	10	test	1.0	0.5	{'pizza': 11}
3531	2327667	3077436	http://object-naming-amore.upf.edu//2327667_3077436_singleton_obj.png	casa	llit	{'llit': 6, 'llençol': 2, 'motxilla': 1, 'estora': 1}	10	test	0.6	0.25	{'llit': 6, 'llençol': 2, 'mochila': 1, 'estora': 1, 'catre': 1}
3563	2327830	979406	http://object-naming-amore.upf.edu//2327830_979406_supercat_unique.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 11}
3622	2328101	3295446	http://object-naming-amore.upf.edu//2328101_3295446_seed_ambiguous.png	animals_plantes	girafa	{'girafa': 8, 'coll': 2}	10	test	0.8	0.5	{'girafa': 7, 'coll': 2, 'jirafa': 2}
3627	2328124	2726940	http://object-naming-amore.upf.edu//2328124_2726940_singleton_obj.png	gent	skater	{'skater': 3, 'noi': 3, 'home': 2, 'persona': 1, 'senyor': 1}	10	test	0.3	0.3333333333333333	{'skater': 3, 'noi': 3, 'home': 2, 'skeater': 1, 'persona': 1, 'senyor': 1}
3650	2328239	978401	http://object-naming-amore.upf.edu//2328239_978401_singleton_obj.png	edificis	pont	{'pont': 9, 'viaducte': 1}	10	test	0.9	0.5	{'pont': 10, 'viaducte': 1}
3652	2328242	978348	http://object-naming-amore.upf.edu//2328242_978348_singleton_obj.png	casa	llit	{'llit': 9, 'llit de matrimoni': 1}	10	test	0.9	0.5	{'llit': 10, 'llit de matrimoni': 1}
3670	2328324	3210553	http://object-naming-amore.upf.edu//2328324_3210553_singleton_obj.png	animals_plantes	gat	{'gat': 10}	10	test	1.0	1.0	{'gat': 10, 'gatet': 1}
3773	2328879	975790	http://object-naming-amore.upf.edu//2328879_975790_singleton_obj.png	casa	taula	{'taula': 5, 'àpat': 1, 'salsa': 1, 'salses': 1}	8	test	0.625	0.25	{'taula': 5, 'plat': 2, 'hamburguesa': 1, 'àpat': 1, 'salsa': 1, 'salses': 1}
3792	2329031	3011671	http://object-naming-amore.upf.edu//2329031_3011671_supercat_unique.png	menjar	entrepà	{'entrepà': 9, 'frànkfurt': 1}	10	test	0.9	0.2	{'entrepà': 10, 'frankfurt': 1}
3812	2329105	3729740	http://object-naming-amore.upf.edu//2329105_3729740_singleton_obj.png	animals_plantes	zebra	{'zebra': 10}	10	test	1.0	1.0	{'zebra': 10, 'cebra': 1}
3864	2329362	2957335	http://object-naming-amore.upf.edu//2329362_2957335_supercat_unique.png	casa	cadira	{'cadira': 6, 'gats': 2}	8	test	0.75	0.5	{'cadira': 7, 'gats': 2, 'gat': 2}
3867	2329371	2926248	http://object-naming-amore.upf.edu//2329371_2926248_singleton_obj.png	gent	nen	{'nen': 5, 'jugador de beisbol': 2, 'bat': 1, 'jugador': 1, 'esportista': 1}	10	test	0.5	0.42857142857142855	{'nen': 5, 'bate': 1, 'jugador': 1, 'esportista': 1, 'jugador de baseball': 1, 'jugador de beisbol': 1, 'batedor': 1}
3870	2329403	2992797	http://object-naming-amore.upf.edu//2329403_2992797_singleton_obj.png	gent	noia	{'noia': 3, 'tennista': 3, 'dona': 2, 'raqueta': 1, 'jugadora': 1}	10	test	0.3	0.25	{'noia': 3, 'tenista': 3, 'dona': 2, 'raqueta': 1, 'jugadora': 1, 'esportista': 1}
3916	2329628	3363001	http://object-naming-amore.upf.edu//2329628_3363001_singleton_obj.png	gent	noia	{'noia': 4, 'tennista': 3, 'xarxa': 1, 'jugadora': 1, 'nena': 1}	10	test	0.4	0.0	{'noia': 4, 'tenista': 4, 'xarxa': 1, 'jugadora': 1, 'nena': 1}
3971	2329925	2850695	http://object-naming-amore.upf.edu//2329925_2850695_singleton_obj.png	casa	taula	{'taula': 4, 'escriptori': 3, 'ordinador': 1, 'despatx': 1, 'estudi': 1}	10	test	0.4	0.4	{'taula': 4, 'escriptori': 4, 'ordinador': 1, 'despatx': 1, 'estudi': 1}
4028	2330220	3722251	http://object-naming-amore.upf.edu//2330220_3722251_supercat_ambiguous.png	gent	home	{'home': 8, 'ulleres': 1, 'senyor': 1}	10	test	0.8	0.25	{'home': 8, 'ulleres': 1, 'senyor': 1, 'actor': 1}
4056	2330368	3391481	http://object-naming-amore.upf.edu//2330368_3391481_singleton_obj.png	casa	sofà	{'sofà': 6, 'ordinador': 2, 'portàtil': 1, 'llit': 1}	10	test	0.6	0.5	{'sofà': 6, 'ordinador': 2, 'portatil': 1, 'sofa': 1, 'llit': 1}
4063	2330394	3151102	http://object-naming-amore.upf.edu//2330394_3151102_singleton_obj.png	menjar	bròquil	{'bròquil': 8, 'bròcoli': 1, 'coliflor': 1}	10	test	0.8	0.25	{'bròquil': 6, 'brocoli': 1, 'bróquil': 1, 'bròcoli': 1, 'coliflor': 1, 'brocolí': 1}
4064	2330403	2976394	http://object-naming-amore.upf.edu//2330403_2976394_seed_ambiguous.png	animals_plantes	cavall	{'cavall': 5, 'barret': 1, 'geneta': 1, 'genet': 1}	8	test	0.625	0.25	{'cavall': 5, 'dona': 2, 'barret': 1, 'geneta': 1, 'genet': 1, 'hípica': 1}
4067	2330414	3023200	http://object-naming-amore.upf.edu//2330414_3023200_singleton_obj.png	animals_plantes	cavall	{'cavall': 8, 'tanca': 1, 'saltador': 1}	10	test	0.8	0.3333333333333333	{'cavall': 9, 'tanca': 1, 'saltador': 1}
4150	2330907	2846096	http://object-naming-amore.upf.edu//2330907_2846096_singleton_obj.png	animals_plantes	gat	{'gat': 9, 'pizza': 1}	10	test	0.9	0.3333333333333333	{'gat': 8, 'pizza': 1, 'fat': 1, 'animal': 1}
4157	2330968	3249621	http://object-naming-amore.upf.edu//2330968_3249621_singleton_obj.png	casa	banc	{'banc': 8, 'excursionista': 1, 'persona': 1}	10	test	0.8	0.25	{'banc': 9, 'excursionista': 1, 'persona': 1}
4163	2331008	972388	http://object-naming-amore.upf.edu//2331008_972388_singleton_obj.png	animals_plantes	cavall	{'cavall': 10}	10	test	1.0	1.0	{'cavall': 9, 'caball': 1, 'salvatge': 1}
4172	2331065	3502117	http://object-naming-amore.upf.edu//2331065_3502117_supercat_unique.png	casa	banc	{'banc': 9, 'diari': 1}	10	test	0.9	0.5	{'banc': 10, 'diari': 1}
4186	2331151	3220334	http://object-naming-amore.upf.edu//2331151_3220334_singleton_obj.png	vehicles	camió	{'camió': 10}	10	test	1.0	0.5	{'camió': 11}
4192	2331168	3402261	http://object-naming-amore.upf.edu//2331168_3402261_singleton_obj.png	vehicles	avioneta	{'avioneta': 6, 'avió': 4}	10	test	0.6	0.5	{'avioneta': 6, 'avió': 5}
4209	2331275	3026800	http://object-naming-amore.upf.edu//2331275_3026800_supercat_ambiguous.png	vehicles	moto	{'moto': 7, 'motocicleta': 3}	10	test	0.7	0.6666666666666666	{'moto': 8, 'motocicleta': 3}
4221	2331355	3149101	http://object-naming-amore.upf.edu//2331355_3149101_seed_ambiguous.png	menjar	pastís	{'pastís': 5, 'formatge': 1, 'pa de pessic': 1, 'galeta': 1, 'truita': 1, 'menjar': 1}	10	test	0.5	0.125	{'pastís': 5, 'formatge': 1, 'pa de pessic': 1, 'galeta': 1, 'truita': 1, 'menjar': 1, 'coca': 1}
4249	2331489	971776	http://object-naming-amore.upf.edu//2331489_971776_singleton_obj.png	casa	taula	{'taula': 4, 'escriptori': 3, 'portàtil': 1, 'despatx': 1, 'ordinador': 1}	10	test	0.4	0.4	{'taula': 5, 'escriptori': 3, 'portàtil': 1, 'despatx': 1, 'ordinador': 1}
4263	2331590	3425041	http://object-naming-amore.upf.edu//2331590_3425041_seed_ambiguous.png	animals_plantes	ànec	{'ànec': 7, 'ocell': 2, 'cigne': 1}	10	test	0.7	0.75	{'ànec': 6, 'ocell': 2, 'cisne': 1, 'anec': 1, 'au': 1}
4276	2331644	3226075	http://object-naming-amore.upf.edu//2331644_3226075_supercat_unique.png	casa	banc	{'banc': 10}	10	test	1.0	0.5	{'banc': 11}
4300	2331793	2734469	http://object-naming-amore.upf.edu//2331793_2734469_singleton_obj.png	vehicles	cotxe	{'cotxe': 9, 'vehicle': 1}	10	test	0.9	0.5	{'cotxe': 9, 'vehicle': 1, 'escultura': 1}
4357	2332119	2725674	http://object-naming-amore.upf.edu//2332119_2725674_singleton_obj.png	gent	dona	{'dona': 8, 'camisa': 1, 'senyora': 1}	10	test	0.8	0.2	{'dona': 8, 'camisa': 1, 'dons': 1, 'senyora': 1}
4379	2332294	2711384	http://object-naming-amore.upf.edu//2332294_2711384_singleton_obj.png	gent	noi	{'noi': 5, 'skater': 2, 'monopatí': 1, 'home': 1, 'patinador': 1}	10	test	0.5	0.3333333333333333	{'noi': 5, 'skater': 2, 'monopatin': 1, 'home': 1, 'patinador': 1, 'personatge': 1}
4387	2332326	3158868	http://object-naming-amore.upf.edu//2332326_3158868_singleton_obj.png	casa	banc	{'banc': 10}	10	test	1.0	1.0	{'banc': 10, 'seient': 1}
4402	2332389	3164064	http://object-naming-amore.upf.edu//2332389_3164064_supercat_unique.png	casa	sofà	{'sofà': 8, 'mòbil': 1}	9	test	0.8888888888888888	0.5	{'sofà': 8, 'mòbil': 1, 'sofa': 1, 'telèfon': 1}
4409	2332443	3220732	http://object-naming-amore.upf.edu//2332443_3220732_supercat_ambiguous.png	menjar	pizza	{'pizza': 8, 'tall': 1, 'xampinyons': 1}	10	test	0.8	0.2	{'pizza': 8, 'tall': 2, 'xampinyons': 1}
4470	2332848	3795407	http://object-naming-amore.upf.edu//2332848_3795407_supercat_unique.png	casa	butaca	{'butaca': 4, 'home': 1}	5	test	0.8	0.25	{'sofà': 4, 'butaca': 4, 'sota': 1, 'silló': 1, 'home': 1}
4506	2333046	2843959	http://object-naming-amore.upf.edu//2333046_2843959_singleton_obj.png	casa	bol	{'bol': 5, 'tassa': 1, 'plat': 1, 'menjar': 1}	8	test	0.625	0.25	{'bol': 5, 'sopa': 2, 'taça': 1, 'plat': 1, 'menjar': 1, 'vol': 1}
